,parkrun,location,county,first_run,Notes,lat,lon
417,bartleypark,Southampton,Hampshire,18 Dec 2021,A two lap course on gravel and permanent paths,42.2307547,-72.7405267
418,basingstoke,Basingstoke,Hampshire,5 Jul 2008,"At War Memorial Park, moves to its alternative course at Crabtree Plantation when events are at the park",51.262826,-1.0861976
419,bedgeburypinetum,Bedgebury,Kent,19 Mar 2016,"At Bedgebury National Pinetum & Forest, Goudhurst, near Cranbrook",51.07601105,0.4519763129208807
420,bevendeandown,Brighton and Hove,Sussex,6 Feb 2016,At Bevendean Down on chalk grassland,50.8310079,-0.16363663167577136
421,bicester,Bicester,Oxfordshire,16 Apr 2016,"At Langford Fields, Langford Village, Bicester",51.8988832,-1.1518287
423,bognorregis,Bognor Regis,Sussex,24 May 2014,4 laps (1 small and 3 large) around a twisting course in Hotham Park,50.7834973,-0.6730718
424,bracknell,Bracknell,Berks,4 Apr 2015,The course is two and a half anti-clockwise laps around playing fields and through woods in Great Hollands Recreation Ground.,51.453488899999996,-1.0318729593399247
425,brightonhove,Brighton and Hove,Sussex,3 Nov 2007,A three lap course in Hove Park,50.8310079,-0.16363663167577136
426,broadwater,Farncombe,Surrey,18 Sep 2021,"Three laps on a mixture of tarmac, trails and grass around the perimeter of the playing field and around the lake.",51.1956925,-0.6056463
427,brockenhurst,Brockenhurst,Hampshire,25 May 2013,Summer: At Brockenhurst College four laps on grass. Winter: one lap of Wilveley Inclosure on New Forest trails.,50.82256275,-1.6051427921461232
428,buckingham,Buckingham,Bucks,17 May 2014,At Bridge Street Skate Park entirely on paved paths,51.7834994,-0.8946440535649794
430,californiacountry,Wokingham,Berks,23 Feb 2019,The course is a mixture of greenway and woodland paths,51.453488899999996,-1.0318729593399247
431,canterbury,Canterbury,Kent,15 Mar 2014,At the Pavilion of the University of Kent at Canterbury,51.2800275,1.0802533
432,chichester,Chichester,Sussex,2 Aug 2014,At Oaklands Park mostly on grass,50.84467705,-0.7831144316193243
433,chippingnortonschool,Chipping Norton,Oxfordshire,14 Dec 2019,A two lap course in and around the Chipping Norton School playing fields,51.9382855,-1.542395698330754
435,clair,Haywards Heath,Sussex,20 Jul 2013,"At Clair Park, four and a half laps using most of the perimeter pathway of the park",50.9999616,-0.1049747
436,cranleigh,Cranleigh,Surrey,4 Oct 2014,At Bruce McKenzie Memorial Field,51.1412463,-0.4922363
437,cyclopark,Gravesend,Kent,20 July 2019,"Behind the Cyclopark venue on tarmac paths, 2 laps out and back",51.4424747,0.3694468
438,dartford,Dartford,Kent,26 Jul 2014,"At Central Park on a mixture of tarmac paths, trail paths and grass",51.4443059,0.21807
439,dartfordheath,Dartford,Kent,12 May 2018,At Dartford Heath on a mixture of woodland paths and trail paths,51.4443059,0.21807
440,didcot,Didcot,Oxfordshire,21 Feb 2015,At Ladygrove Park in the centre of the Ladygrove Estate,51.6121773,-1.2439778415871414
442,eastbrighton,Brighton and Hove,Sussex,5 Dec 2018,"Three laps, all on grass.",50.8310079,-0.16363663167577136
443,eastgrinstead,East Grinstead,Sussex,9 Sep 2017,An undulating three laps at East Court,51.1322179,-0.0117661
444,eastbourne,Eastbourne,Sussex,28 Jan 2012,"At Shinewater Park, run on 80% tarmac 20% grass",50.7664372,0.2781546
445,eastleigh,Eastleigh,Hampshire,8 May 2010,At Fleming Park Old Golf Course on undulating grass,50.9202316,-1.299273639634381
446,edenbrookcountry,Fleet,Hampshire,23 Apr 2022,"The course is within a country park setting and is 2 laps on mixed terrain, mostly compacted gravel paths.",51.2828601,-0.8316334471979006
447,fareham,Fareham,Hampshire,9 Apr 2016,An out and back at Cams Hall Estate on an easy access track,50.8526637,-1.1783134
448,folkestone,Folkestone,Kent,16 Aug 2014,"Run entirely on tarmac paths, the course is along the seafront",51.0791335,1.1794073
449,frimleylodge,Frimley Green,Surrey,13 Feb 2010,"A two-lap course around the playing fields of Frimley Lodge Park, along the Basingstoke Canal path and on wooded trail paths.",51.3027207,-0.7280198
450,gangerfarm,Romsey,Hampshire,19 Nov 2022,"At Ganger Farm, Romsey. A flat two and a half lap course on grass and tarmac paths.",50.9891396,-1.4999044
451,greatlines,Gillingham,Kent,28 Sep 2013,"At Great Lines Heritage Park, begins with a lap of the football field before joining the path to the Chatham Naval Memorial",51.366362949999996,0.6112662344581596
452,greatsalterns,Portsmouth,Hampshire,22 Jan 2022,"At Great Salterns Recreation Ground, comprising three clockwise fairly flat laps on a mixture of grass and trail paths.",43.0702223,-70.7548621
453,grovefields,Grove,Oxfordshire,21 Aug 2021,Multi-lap course taking place in the Grove fields and recreation grounds.,51.6075105,-1.4253498
454,guildford,Guildford,Surrey,10 Mar 2012,"Two laps entirely within Stoke Park, the first half of each lap is on grass which can be muddy in winter, the second half of the lap is on tarmac paths",51.2356068,-0.5732063
455,harcourthill,Oxford,Oxfordshire,18 Oct 2014,"At BrookesSport Botley, part of the Harcourt Hill Campus of Oxford Brookes University",51.7520131,-1.2578499
456,hastings,Hastings,Sussex,18 Apr 2015,A flat run at Hastings promenade passing the pier,50.8553888,0.5824703
457,havant,Havant,Hampshire,16 Jun 2012,A two lap course in Staunton Country Park,50.8334197,-0.9826589433165432
458,hazelwood,Sunbury-on-Thames,Surrey,17 Mar 2018,A two-lap course around the training pitches of London Irish Rugby Football Club.,51.4077066,-0.4118589
459,henleyonthames,Henley-on-Thames,Oxfordshire,1 Jul 2017,At 40 Acre Path Henley-on-Thames run entirely on trail paths,51.5375786,-0.9050287
461,hogmoorinclosure,Whitehill,Hampshire,10 Mar 2018,A two lap course held in Hogmoor Inclosure,51.09771885,-0.8640670554228549
462,homewood,Ottershaw,Surrey,15 Oct 2016,A three-lap woodland trail course around Ether Hill and Ottershaw Memorial Fields.,51.3650415,-0.5303261
463,horsham,Horsham,Sussex,6 Sep 2014,At Horsham park,51.0630273,-0.3295028
464,horspath,"Horspath,",Oxfordshire,7 Aug 2021,At Horspath athletics ground.,51.7388325,-1.1700342618048496
465,hovepromenade,Brighton and Hove,Sussex,11 Jul 2015,"A flat run, entirely on tarmac, encompassing two laps of the promenade",50.8310079,-0.16363663167577136
466,ifieldmillpond,Crawley,Sussex,21 Sep 2019,The all tarmac course is 2 and a bit loops of the footpaths around the side of the Ifield Mill Pond.,51.1103444,-0.1801094
467,itchenvalleycountry,West End,Hampshire,29 Feb 2020,"Held in the Itchen Valley Country Park, the flat one lap course consists of field and forest trails",50.931102550000006,-1.3330997010813115
468,kingdom,Penshurst,Kent,27 Apr 2019,3 lap scenic course on ex-cycle tracks which are firm under foot and with good drainage.,51.1612732,0.17662674124623903
469,lancingbeach,Lancing,Sussex,25 Aug 2018,"Starts on the green for approx 700m, and then out and back for 4.3 km on the promenade in an easterly direction, returning westerly to finish on the green.",50.8258666,-0.322551
470,leeonthesolent,Lee-on-the-Solent,Hampshire,4 Jul 2015,"The course runs in a straight line on the promenade, making two 180 degree turns at each end of the promenade.",50.8028983,-1.2013355
472,littlehamptonprom,"Littlehampton, West Sussex",Sussex,13 April 2019,Double out and back on the promenade,50.8095801,-0.5424424
473,lullingstone,Eynsford,Kent,11 Apr 2015,At Lullingstone Country Park on a mixture of grass and woodland paths,51.35584405,0.19968779657052496
474,lymingtonwoodside,Lymington,Hampshire,9 Jul 2016,"At Woodside Gardens with two courses, one for wetter weather",50.7583753,-1.5426885
475,maidenhead,Maidenhead,Berks,21 Mar 2015,The course consists of two clockwise laps of the nature reserve in Braywick Park.,51.453488899999996,-1.0318729593399247
476,maidstone,Maidstone,Kent,13 Apr 2013,Run along the banks of the River Medway starting at the Museum of Kent Life,51.2748258,0.5231646
477,malling,Aylesford,Kent,3 Oct 2015,Two laps of the main lake at Leybourne Lakes Country Park,51.3093091,0.4867331707150007
478,margate,Margate,Kent,27 Apr 2013,At Palm Bay along the seafront,51.3878174,1.3819699
479,medinaiow,Isle of Wight,Hampshire,7 May 2011,In Seaclose Park and Medina sports field run over footpath and grass sections,50.7091635,-1.3038387
481,molevalley,Mole Valley,Surrey,17 Mar 2018,"At Denbies Wine Estate on a mixture of tarmac paths, gravel paths, track and grass",51.220094450000005,-0.33475519270708765
482,motepark,Maidstone,Kent,4 Jun 2022,"An out and back taking you past Mote House, with two inner laps of the lake path. On permanent paths",51.2748258,0.5231646
483,mountbattenschool,Romsey,Hampshire,2 Mar 2019,"At Mountbatten School, Romsey. A three lap course, almost entirely on grass. (defunct event)",50.9891396,-1.4999044
484,netleyabbey,Netley Abbey,Hampshire,17 Mar 2012,"At Royal Victoria Country Park, Southampton on a mix of tarmac, compacted gravel and grass",50.878485299999994,-1.356961803018407
486,nonsuch,Cheam,Surrey,17 Sep 2011,"Held in Nonsuch Park, which is on the border of London Borough of Sutton and Epsom and Ewell. Parkrun classifies the run as in the South East region rather than Greater London.",51.35186935,-0.22298660290908628
487,oxford,Oxford,Oxfordshire,5 Nov 2011,"At Cutteslowe and Sunnymead Park on a mixture of grass, paths and tarmac",51.7520131,-1.2578499
488,peacehaven,"Peacehaven, East Sussex",Sussex,20 May 2017,At Centenary Park on a mixture of wide pea shingle path and grass,50.796951899999996,0.006895539586744438
489,pegwellbay,Pegwell Bay,Kent,11 May 2013,"Two laps of Pegwell Bay Country Park. Flat (<3m elevation) gravel paths, slightly muddy in winter but road shoes fine. Pay parking. Coffee van on site. Nearest indoor cafes in Sandwich.",51.322807,1.3785755
490,portsmouthlakeside,Portsmouth,Hampshire,30 Apr 2016,At Lakeside North Harbour on a mixture of tarmac paths and hard pack gravel,43.0702223,-70.7548621
491,prestonpark,Brighton and Hove,Sussex,20 Apr 2013,At Preston Park,50.8310079,-0.16363663167577136
492,prospect,Reading,Berks,5 May 2018,Two anticlockwise laps of Prospect Park in west Reading.,40.335345,-75.9279495
493,queenelizabeth,Horndean,Hampshire,18 May 2013,"In Queen Elizabeth Country Park on a mixture of gravel paths, trail paths and grass",50.9224506,-1.0022416709244524
494,reading,Reading,Berks,12 Sep 2009,"The course is run along the Thames Path and then two clockwise laps of the nature reserve in Thames Valley Park before returning along the Thames Path. Until 2018, it had an alternative winter course at Dinton Pastures Country Park until this became a separate event.",40.335345,-75.9279495
495,reigatepriory,Reigate,Surrey,22 Mar 2014,"In Priory Park on a mixture of gravel path, woodland trail and grass",51.2376557,-0.2057067
496,royaltunbridgewells,Royal Tunbridge Wells,Kent,26 Apr 2014,At Dunorlan Park,51.1371483,0.2673446
497,rushmoor,Aldershot,Hampshire,3 May 2014,"A two-lap course around the polo fields at Queen's Parade in Aldershot Garrison, with trail paths around the perimeter of the fields, a section alongside the A325 road and the Basingstoke Canal towpath.",51.2494169,-0.7630148
498,sandhurstmemorial,Sandhurst,Berks,7 Dec 2019,"At the Memorial Park on grass, path and woodland trail.",40.4580283,-75.8738206
499,seafordbeach,"Seaford, Sussex",Sussex,2 Mar 2019,"A flat out-and-back course along the promenade, starting at Newhaven and Seaford Sailing Club.",38.6413452,-75.6114584
500,shornewoods,Gravesend,Kent,30 Mar 2013,At Shorne Woods Country Park on trail paths,51.4424747,0.3694468
501,sittingbourne,Sittingbourne,Kent,27 Feb 2016,At Milton Creek Country Park,51.3397366,0.7342319
502,southampton,Southampton,Hampshire,7 Jul 2012,"At Southampton Common, regularly attracts over 800 participants",42.2307547,-72.7405267
503,southsea,Southsea,Hampshire,5 Nov 2013,An out and back along Southsea esplanade,50.78042705,-1.0871555664796424
504,squerryeswinery,Westerham,Kent,14 Sep 2019,A one and a half lap trail run including along field margins,51.25681715,0.07303181295111258
505,swanley,Swanley,Kent,23 Oct 2021,"Two lap course run on a combination of grass, permanent paths and trail paths",51.39750895,0.18022632679075817
506,theleas,Minster-on-Sea,Kent,28 Sep 2019,"The course is at The Leas, Minster-on-Sea. The course is run entirely on concrete paths",51.4168969,0.808862
507,tilgate,"Tilgate,",Sussex,9 Jun 2012,At Tilgate Park,51.1024021,-0.1808911
508,tonbridge,Tonbridge,Kent,9 Nov 2013,Starts at the swimming pool and goes through Haysden Park,51.1889529,0.2735876
509,uckfield,Uckfield,Sussex,4 May 2019,An off-road course through Uckfield Rugby Club and Buxted Park,50.97058355,0.0930413999898988
510,universityparks,Oxford,Oxfordshire,5 Feb 2022,A flat two lap course taking place at the Oxford University Parks,51.7520131,-1.2578499
512,walmeranddealseafront,Walmer,Kent,15 Sep 2018,"A flat out-and-back course on tarmac, running along the seafront promenade past Walmer Castle, Deal Castle, Walmer Lifeboat Station, Deal Timeball Tower and Deal Pier",51.2068884,1.3999154
513,wendoverwoods,Aylesbury,Bucks,15 Sep 2018,"A hilly, single lap trail run mostly on gravel",51.8161448,-0.8064745
514,whiteley,Whiteley,Hampshire,1 Apr 2017,Three laps mainly on tarmac paths around Whiteley Meadowside Recreation Ground.,50.8803262,-1.2402079767319805
515,whitstable,Whitstable,Kent,6 Nov 2010,At Whitstable promenade,51.3606286,1.0240626
516,winchester,Winchester,Hampshire,27 Apr 2013,At North Walls Recreation Ground,51.0612766,-1.3131692
517,witney,Witney,Oxfordshire,10 Mar 2018,A clockwise three lap course starting at West Witney Sports Ground,51.7838848,-1.4852861
518,woking,Woking,Surrey,16 Aug 2014,Three flat laps at Woking Park on a mixture of tarmac paths and trail paths.,51.3201891,-0.5564726
520,worthing,"Worthing, West Sussex",Sussex,11 Jun 2016,An out and back course along Worthing promenade.,50.8115402,-0.3699697
521,ashtoncourt,Bristol,Somerset,23 Apr 2011,"In the grounds of Ashton Court on tarmac, stone and gravel paths",41.7695463,-71.128656
522,barnstaple,Barnstaple,Devon,5 Jan 2013,At Rock Park on tarmac paths and suitable for all abilities,51.0804057,-4.0600467
523,bathskyline,Bath,Somerset,4 Oct 2014,At Bath Skyline starting near Prior Park Landscape Garden,51.3813864,-2.3596963
524,berkeleygreen,Berkeley Green,Gloucestershire,1 Feb 2020,"Three laps on tarmac paths of a flat and fast course, embedded in the heart of nuclear history",51.5014288,-2.5212474
525,bideford,Bideford,Devon,2 Apr 2016,"At Victoria Park, starting near Bideford Rugby Club, on grass and tarmac paths",51.0181448,-4.2064223
526,blandford,Blandford Forum,Dorset,26 Jul 2014,An out and back run on the North Devon Trailway starting at Jubilee Way,50.8652479,-2.1571168563645413
527,bolberrydown,Salcombe,Devon,7 Mar 2020,Three flat laps using a grass trail around the back of the Down and then a mix of gravel and tarmac tracks along the cliff edge,50.2388158,-3.7726121
528,bournemouth,Bournemouth,Dorset,24 Aug 2013,"At Kings Park, starting near the athletic stadium and passing A.F.C. Bournemouth",50.720747450000005,-1.9516366077808365
529,burnhamandhighbridge,Burnham-on-Sea,Somerset,20 Jun 2015,One loop of Apex Park and an out and back along the River Brue,51.2377356,-2.998695
530,cheltenham,Cheltenham,Gloucestershire,16 Feb 2013,Three laps around the lake and football field at Pittville Park,51.8995685,-2.0711559
531,centralplymouth,Plymouth,Devon,13 Oct 2021,"In Central Park next to Plymouth Argyle Football Club on a mixture of hard paths, starting at the Cafe near the Life Centre",50.4164223,-4.045267398068739
532,chippenham,Chippenham,Wiltshire,12 Apr 2014,"In Monkton Park on a mixture of surfaces, starting at the Olympiad Leisure Centre",51.4587621,-2.1159032
533,chippingsodbury,Chipping Sodbury,Gloucestershire,22 Feb 2014,"At The Ridings, run on the playing fields starting near the Rugby Club",51.5382179,-2.392653
534,cirencester,Cirencester,Gloucestershire,2 Feb 2018,"A flat, scenic three lap course around the grounds of the Royal Agricultural University",51.7171029,-1.9661616
535,clevedonsalthousefields,Clevedon,Somerset,21 Sep 2019,"At the Salthouse Fields, near the tennis courts",51.4360625,-2.8526531
536,cranbrookcountrypark,"Cranbrook, Exeter",Devon,25 Sep 2021,At Cranbrook Country Park [122],50.75233985,-3.3857858864253236
537,durlstoncountrypark,Swanage,Dorset,19 Mar 2022,The course consists of three sections which are all different and all start and finish by the Castle,50.6086976,-1.9571971
538,eastville,Eastville,Bristol,18 Nov 2017,"At Eastville Park, run entirely on permanent footpaths, starting near the entrance",51.4733052,-2.5598573
539,edenproject,St Blazey,Cornwall,11 Nov 2017,"At the Eden Project, run entirely on permanent paths around the biomes",50.3630055,-4.7156518
540,exeterriverside,Exeter,Devon,2 Aug 2014,Starts and finishes at Exeter Quay and runs along Exeter Riverside Valley Park,50.7255794,-3.5269497
541,exmouth,Exmouth,Devon,23 Dec 2017,An out and back entirely along the Esplanade,50.6190962,-3.4146801
542,fireservicecollege,Moreton-in-Marsh,Gloucestershire,8 Dec 2018,Three Lap flat course in the recreation grounds at the Fire Service College. NOW CLOSED.,51.9906413,-1.7023018
543,forestofdean,Forest of Dean,Gloucestershire,24 Apr 2010,In the forest at Coverham Enclosure Five Acres,51.7996179,-2.5305841628747032
544,frogmarygreenfarm,South Petherton,Somerset,5 Mar 2022,A one lap circuit through farmland.,50.9487901,-2.8091473
545,gloucestercity,Gloucester,Gloucestershire,24 Feb 2018,At Gloucester Park,51.8653705,-2.2458192
546,gloucesternorth,Gloucester,Gloucestershire,10 Jan 2015,At Plock Court Playing Fields near Gloucester Academy,51.8653705,-2.2458192
547,haldonforest,Kennford,Devon,23 Feb 2019,The undulating course covers a two loop route of 2km and 3km distances,50.6664936,-3.5354377
548,heartlands,Pool,Cornwall,14 Apr 2018,Four laps in the grounds of Heartlands Cornwall staying close to the visitor centre,50.2269433,-5.2705123
549,henstridgeairfield,Henstridge,Somerset,8 Sep 2018,Two laps on the edge of the airfield,50.977283,-2.3945097
550,killerton,Broadclyst,Devon,30 Apr 2011,In the grounds of The National Trust's Killerton estate,50.7660926,-3.4433307
551,kinggeorgevplayingfields,Cheltenham,Gloucestershire,14 Sep 2019,The mainly trail route starts on hard standing ground and the course runs around the rugby pitch before completing three anti-clockwise laps of the playing fields,51.8995685,-2.0711559
552,kingswaygloucester,Gloucester,Gloucestershire,6 Jun 2015,At Kingsway Manor Farm Park,51.8653705,-2.2458192
553,landsend,Land's End,Cornwall,9 Nov 2019,The course is approximately 1.5k out and 1.5k back along the cycle path with a 2k loop in the middle making up the 5k,50.0662633,-5.7148222
554,lanhydrock,Bodmin,Cornwall,18 Jan 2014,One lap in the grounds of The National Trust's Lanhydrock House,50.470725,-4.7243205
555,longrunmeadow,Taunton,Somerset,5 Oct 2013,Two laps of Longrun Meadow,51.0147895,-3.1029086
556,lydiard,"Lydiard Park, Swindon",Wiltshire,6 Mar 2010,A two lap course around the west circuit of Lydiard Park. It is almost entirely run on compacted gravel paths.,51.5607159,-1.854882606759683
557,lydney,Lydney,Gloucestershire,2 Jan 2016,At Lydney Recreation Ground starting near the boating lake,51.7259292,-2.5313485
558,mallardspike,Lydney,Gloucestershire,31 Aug 2019,"Single lap course on a hardcore, purpose built, permanent track around Mallards Pike lake.",51.7259292,-2.5313485
559,marineparade,Weston-super-Mare,Somerset,15 Jan 2022,Two lap course between Royal Sands beach huts and The Grand Pier.,51.3471927,-2.9778916
560,marlboroughcommon,Marlborough,Wiltshire,22 Sep 2018,"It is almost entirely on grass, with an uneven surface in places. The course runs in reverse in the summer.",51.420633,-1.7251743451994652
561,melksham,Melksham,Wiltshire,16 Dec 2017,At King George V Park taking in the River Avon,51.3759342,-2.1314633093455035
562,minehead,Minehead,Somerset,13 Aug 2016,Two and a half laps out and back along the promenade,51.2057511,-3.4783542
563,moorsvalley,Ashley Heath,Dorset,7 Nov 2015,"At Moors Valley Country Park, starting near the visitor centre and mostly on gravel",50.8410811,-1.843407
564,mountedgcumbe,Cremyll,Cornwall,30 Jan 2016,"In the grounds of Mount Edgcumbe House, a stately home",50.3603996,-4.1758689
565,newent,Newent,Gloucestershire,9 Mar 2013,At Newent Community School and Forest Leisure Centre,51.92365975,-2.392118168022077
566,parke,Bovey Tracey,Devon,5 Apr 2014,"In the grounds of Parke, a National Trust estate",50.5924367,-3.6761482
567,penrose,Penrose,Cornwall,28 Mar 2015,"In the grounds of Penrose, a National Trust estate",50.4984557,-4.997045
568,penryncampus,Penryn,Cornwall,16 Oct 2021,In the grounds of Penryn Campus,50.1685495,-5.1034063
569,plymvalley,Plymouth,Devon,22 Sep 2012,"At The National Trust's Plymbridge Woods, starting at Plymbridge",50.4164223,-4.045267398068739
570,pomphreyhill,Mangotsfield,Gloucestershire,1 Mar 2014,Three laps of Pomphrey Hill playing fields,51.4858895,-2.4983368
571,poole,Poole,Dorset,2 Apr 2011,A busy run with laps of the boating lake at Poole Park,50.74020055,-1.9537512539581008
572,salisbury,Salisbury,Wiltshire,6 Jun 2015,At Churchill Gardens,51.0690613,-1.7954134
573,seaton,Seaton,Devon,12 Nov 2016,At Seaton Esplanade,50.7045566,-3.0705105
574,sevenfields,Swindon,Wiltshire,16 Nov 2019,"At Seven Fields Nature Reserve and Penhill Sports Field, Swindon. The course is mostly on grass with some gravel paths.",51.572118,-1.7938503
575,sharphamroadplayingfields,Cheddar,Somerset,4 Sep 2021,"Two out-and-back laps on the Strawberry Line railway path, on a mixture of grass, trail and tarmac/cinder tracks, starting and finishing on the parish playing fields",51.2753365,-2.7766545
576,sheptonmallet,Shepton Mallet,Somerset,29 Apr 2017,"At Collett Park, three laps mostly on gravel",51.1909451,-2.5461298
577,somerdalepavilion,Keynsham,Bristol,17 Nov 2018,"At the grounds of the old Somerdale Chocolate Factory, two laps all on grass",51.41593695,-2.497290004602642
578,southwickcountrypark,Trowbridge,Wiltshire,3 Sep 2011,Three laps of Southwick Country Park,51.31614545,-2.202432312992854
579,stonehouse,Stonehouse,Gloucestershire,23 Jul 2016,Four laps on the grass at Oldends Lane Playing Fields,51.7474678,-2.283024
580,stratfordparkstroud,Stroud,Gloucestershire,31 Aug 2019,"Starting from near the bandstand, a hilly three lap picturesque course going clockwise.",51.745424,-2.2198605
581,street,Street,Somerset,5 May 2018,"At Strode College Sports Centre, dogs are not allowed",51.1267494,-2.7397217
582,stmarys,Bridport,Dorset,29 June 2019,Three laps of St Mary’s Fields and alongside the river,50.733785,-2.7589005
583,tamarlakes,Kilkhampton,Cornwall,11 Oct 2014,A single lap of Upper Tamar Lake on tarmac and cinder paths,50.8747759,-4.494028705395085
584,tamartrails,Gulworthy,Devon,29 Oct 2016,At Tamar Trails starting at the visitor centre,50.5346951,-4.1934096
585,teignmouthpromenade,Teignmouth,Devon,29 Sep 2018,Three laps of the flat and paved promenade.,50.5463385,-3.4957798
586,tetburygoodsshed,Tetbury,Gloucestershire,18 May 2019,At Tetbury Goods Shed Arts Centre. The route is two clockwise laps of Preston Park using the now dismantled Tetbury branch line route.,51.639272,-2.1594783
587,tewkesbury,Tewkesbury,Gloucestershire,4 Jul 2015,At the Vineyards entirely on grass,51.9925394,-2.1560169592908442
588,thegreatfield,"Poundbury, Dorchester",Dorset,30 Oct 2021,A Three lap course on permanent paths.,50.7124245,-2.466034
589,theoldshowfield,Frome,Somerset,17 Aug 2019,Nearly four laps around the Old Showfield on smooth tarmac paths. No dogs allowed,51.2294852,-2.319846671158359
590,thornbury,Thornbury,Gloucestershire,18 Nov 2017,At Mundy Playing Fields mostly on grass,51.6078094,-2.5254942
591,tidworth,Tidworth,Wiltshire,11 Jun 2022,Tidworth parkrun consists of a 3 lap route around the edge of the park. The course is predominantly on grass and is set in open terrain,51.237302549999995,-1.6615480093038506
592,torbayvelopark,Paignton,Devon,31 Dec 2016,Starts on Torbay Velopark and onto the grounds of Clennon Field,50.415562300000005,-3.5860102709541377
593,trelissick,Feock,Cornwall,3 Dec 2016,At The National trust's Trelissick Garden,50.21111705,-5.062736834200441
594,uptonhouse,Poole,Dorset,3 Jun 2017,At Upton House in the grounds of the estate,50.74020055,-1.9537512539581008
595,weymouth,Weymouth,Dorset,31 Aug 2013,At Lodmoor Country Park,50.6096257,-2.4543424
596,woolacombedunes,Woolacombe,Devon,16 Dec 2018,An undulating course almost entirely on sand. Widely known as the hardest parkrun in the UK.,51.1723083,-4.2106539
597,wotton,Wotton-under-Edge,Gloucestershire,22 Oct 2016,At Wotton Community Parc,51.6378241,-2.3547251
598,yeovilmontacute,Yeovil,Somerset,7 Sep 2013,"PERMANENTLY CLOSED. This parkrun no longer takes place due to the event no longer having consent from landowners, it has been replaced by Frogmary Green Farm Parkrun.[123]",50.9420451,-2.6318629
599,aberbeeg,Aberbeeg,Blaenau Gwent,2 Nov 2018,Out and back fast course running from Aberbeeg towards Abertillery on the Ebbw Valley Cycle Track,51.7095427,-3.1446264
600,aberdare,Aberdare,Rhondda Cynon Taf,9 Jun 2018,Three laps of Aberdare Park starting near the bandstand,51.713353,-3.445555
601,aberystwyth,Aberystwyth,Ceredigion,1 Sep 2012,In Plascrug Park near the Vale of Rheidol Railway.,52.4143113,-4.0816846
602,barryisland,Barry,Vale of Glamorgan,2 May 2015,On the Promenade passing Barry Island Pleasure Park.,51.4043548,-3.2690216
604,brynbach,Tredegar,Blaenau Gwent,21 July 2012,"A fast, scenic course comprising two laps of the lake at Parc Bryn Bach.",51.7732557,-3.2469535
605,cardiff,Cardiff,Cardiff,16 Feb 2008,"In Bute Park, the first parkrun in Wales and second-largest in the UK",51.4816546,-3.1791934
606,chippenhamplayingfields,Monmouth,Monmouthshire,16 Jul 2022,One short lap followed by three longer laps mostly on tarmac paths with small sections on grass or gravelled path,51.8098882,-2.7160441
607,coedcefnpwlldu,Machen,Caerphilly,18 Jan 2020,Challenging course with 390 ft of ascending through woodland paths,51.5963195,-3.1406199
608,colby,Amroth,Pembrokeshire,21 Jun 2014,At the National Trusts Colby Woodland Garden.,51.732782,-4.6612136
609,conwy,Conwy,Conwy,10 Jan 2015,At the Conwy RSPB reserve and runs along the River Conwy with views of Conwy Castle,53.2811822,-3.8287012
610,cosmeston,Penarth,Vale of Glamorgan,7 Dec 2019,Run around a small and large loop of the Nature Park at Cosmeston,51.435968,-3.1733023
611,cwmbran,Cwmbran,Torfaen,18 Jun 2016,At the Northfields Recreation Ground.,51.6536438,-3.0208217
612,dolgellau,Dolgellau,Gwynedd,13 Feb 2016,Two laps on the Mawddach Trail which is maintained by Snowdonia National Park[128],52.7426873,-3.8855673
613,erddig,Wrexham,Wrexham,14 May 2016,"Starts and finishes outside Erddig Hall, a stately home built in the 1680s",53.0465084,-2.9937869
614,gnoll,Neath,Neath Port Talbot,14 Nov 2015,In Gnoll Estate Country Park with a loop around the ruins of the house.,51.6621839,-3.8070189
615,grangemoor,Cardiff,Cardiff,31 Oct 2015,"Run in Grangemoor Park a Site of Importance for Nature Conservation,",51.4816546,-3.1791934
616,greenfieldvalley,Holywell,Flintshire,14 Mar 2020,An out-and-back route through Greenfield Valley and past Basingwerk Abbey,53.2714061,-3.2212991
617,groe,Builth Wells,Powys,2 Mar 2019,Three laps of The Groe,52.1493287,-3.4058015
618,hafanpwllheli,Pwllheli,Gwynedd,16 Feb 2019,The course is entirely run on the beach over sand.,52.8879082,-4.4187565
619,haverfordwest,Haverfordwest,Pembrokeshire,23 Sep 2017,The course is laps of the racecourse starting at the cricket pitch,51.8023297,-4.9651074
620,llanellicoast,Llanelli,Carmarthenshire,19 Nov 2016,At King George V Playing Fields . This stopped 07/03/2020 replaced by https://www.parkrun.org.uk/sandywater/,51.6797331,-4.1620223
621,llanerchaeron,Aberaeron,Ceredigion,10 Feb 2018,"At Llanerchaeron, a grade I listed mansion built in 1795[130] by John Nash",52.2431766,-4.2600153
622,llanishenpark,Llanishen,Cardiff,18 Jun 2022,"A multi-surface, lapped course held within Llanishen Park, Cardiff.",51.5291627,-3.1895382
623,llynllechowain,Gorslas,Carmarthenshire,23 Mar 2013,"At Llyn Llech Owain Country Park, a Site of Special Scientific Interest",51.8031593,-4.07366
624,maesteg,Maesteg,Bridgend,22 Jul 2017,"In Welfare Park, Heol Ty Gwyn",51.6088841,-3.6583848
625,merthyr,Merthyr Tydfil,Merthyr Tydfil,22 Apr 2017,At Merthyr Tydfill leisure centre,51.7490624,-3.3786183
